scorer,JSM,JSM,JSM,JSM,JSM,JSM
bodyparts,PinkBall,PinkBall,GreenBall,GreenBall,RedBall,RedBall
coords,x,y,x,y,x,y
labeled-data\sesh_21-05-31_111833_synced_Cam2\img020.png,,,,,,
labeled-data\sesh_21-05-31_111833_synced_Cam2\img174.png,60.98110185778353,218.4365791159513,60.98110185778353,236.14084794129633,159.75228583076125,203.527721157766
labeled-data\sesh_21-05-31_111833_synced_Cam2\img176.png,56.32208374585059,217.5047754935647,59.11749461301031,235.20904431890978,164.4113039426942,205.3913284025391
labeled-data\sesh_21-05-31_111833_synced_Cam2\img182.png,29.29977869663969,246.39068778754876,45.14044027721161,245.45888416516215,186.77459087997215,217.5047754935647
labeled-data\sesh_21-05-31_111833_synced_Cam2\img225.png,90.79881777415414,262.2313493681207,142.0480170054161,239.86806243084266,54.45847650107737,406.6609108380409
labeled-data\sesh_21-05-31_111833_synced_Cam2\img239.png,89.86701415176753,406.6609108380409,106.63947935472606,332.1166210471143,117.82112282336504,202.59591753537939
labeled-data\sesh_21-05-31_111833_synced_Cam2\img301.png,125.2755518024577,210.98215013685865,97.32144313086019,399.2064818589482,183.04737639042582,168.11918350707583
labeled-data\sesh_21-05-31_111833_synced_Cam2\img324.png,82.41258517267488,235.20904431890978,163.47950032030758,333.0484246695009,40.48142216527867,253.8451167666414
labeled-data\sesh_21-05-31_111833_synced_Cam2\img416.png,97.32144313086019,326.5257993127948,156.95687496360142,423.43337604099935,101.04865762040652,286.4582435501718
labeled-data\sesh_21-05-31_111833_synced_Cam2\img438.png,,,129.00276629200403,286.4582435501718,200.75164521577085,536.1816143497758
