scorer,JSM,JSM,JSM,JSM,JSM,JSM
bodyparts,PinkBall,PinkBall,GreenBall,GreenBall,RedBall,RedBall
coords,x,y,x,y,x,y
labeled-data\sesh_21-05-31_111833_synced_Cam1\img018.png,,,,,,
labeled-data\sesh_21-05-31_111833_synced_Cam1\img053.png,,,,,,
labeled-data\sesh_21-05-31_111833_synced_Cam1\img101.png,,,,,,
labeled-data\sesh_21-05-31_111833_synced_Cam1\img104.png,,,,,,
labeled-data\sesh_21-05-31_111833_synced_Cam1\img107.png,,,,,,
labeled-data\sesh_21-05-31_111833_synced_Cam1\img112.png,,,,,,
labeled-data\sesh_21-05-31_111833_synced_Cam1\img212.png,230.56936113214158,335.84383553666066,144.84342787257594,386.1612311455361,88.93521052938092,154.14212917127713
labeled-data\sesh_21-05-31_111833_synced_Cam1\img316.png,166.2749111874674,312.5487449769961,197.95623434861102,178.36902335332832,91.73062139654076,390.82024925746896
labeled-data\sesh_21-05-31_111833_synced_Cam1\img390.png,274.3641313843108,175.57361248616849,181.1837691456526,406.6609108380409,242.68280822316694,304.1625123755168
labeled-data\sesh_21-05-31_111833_synced_Cam1\img474.png,239.88739735600723,495.1822549647662,,,301.3864364335217,590.2262244481975
