scorer,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000
bodyparts,PinkBall,PinkBall,PinkBall,GreenBall,GreenBall,GreenBall,RedBall,RedBall,RedBall
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\sesh_21-05-31_172709_synced_Cam4\img219.png,223.63076782226562,197.59988403320312,0.9967976212501526,351.0643310546875,341.68890380859375,0.9950377345085144,66.9512939453125,546.4786987304688,0.939206063747406
labeled-data\sesh_21-05-31_172709_synced_Cam4\img143.png,263.72174072265625,344.115234375,0.7467033863067627,197.42051696777344,354.4138488769531,0.9997912049293518,203.40419006347656,225.3701171875,0.9987955093383789
labeled-data\sesh_21-05-31_172709_synced_Cam4\img081.png,73.12715148925781,550.2213745117188,0.8773874044418335,359.24920654296875,615.9447631835938,0.9829713702201843,178.4114227294922,89.74866485595703,0.9969289898872375
labeled-data\sesh_21-05-31_172709_synced_Cam4\img253.png,317.7103271484375,270.5386962890625,0.9915316700935364,200.30030822753906,223.99163818359375,0.9998308420181274,67.88675689697266,543.3767700195312,0.9764102697372437
labeled-data\sesh_21-05-31_172709_synced_Cam4\img297.png,70.91753387451172,548.1885986328125,0.3923126459121704,85.5116958618164,194.53256225585938,0.670608401298523,67.6386489868164,545.2849731445312,0.9657877087593079
labeled-data\sesh_21-05-31_172709_synced_Cam4\img121.png,215.3810272216797,394.59954833984375,0.6196471452713013,268.1737976074219,300.10589599609375,0.9898070693016052,298.1158752441406,273.75115966796875,0.9980935454368591
labeled-data\sesh_21-05-31_172709_synced_Cam4\img098.png,70.29118347167969,546.976318359375,0.8118085861206055,358.4500732421875,615.6552734375,0.9488217234611511,330.8721008300781,370.01458740234375,0.9973971843719482
labeled-data\sesh_21-05-31_172709_synced_Cam4\img263.png,319.26116943359375,560.9542236328125,0.9980899691581726,211.49481201171875,53.63998794555664,0.9971730709075928,68.00543212890625,544.305419921875,0.9863589406013489
labeled-data\sesh_21-05-31_172709_synced_Cam4\img333.png,355.570068359375,603.0054931640625,0.8419125080108643,86.09004211425781,194.49620056152344,0.49302980303764343,176.92916870117188,87.41481018066406,0.9893642663955688
labeled-data\sesh_21-05-31_172709_synced_Cam4\img329.png,71.12057495117188,551.0325927734375,0.5247737169265747,85.49546813964844,194.12005615234375,0.547172486782074,172.27833557128906,85.07160949707031,0.9869714379310608
