scorer,JSM,JSM,JSM,JSM,JSM,JSM
bodyparts,PinkBall,PinkBall,GreenBall,GreenBall,RedBall,RedBall
coords,x,y,x,y,x,y
labeled-data\sesh_21-05-31_172709_synced_Cam4\img081.png,,,,,,
labeled-data\sesh_21-05-31_172709_synced_Cam4\img098.png,,,,,333.3606302647154,367.52605796770655
labeled-data\sesh_21-05-31_172709_synced_Cam4\img121.png,215.3810272216797,394.59954833984375,268.1737976074219,300.10589599609375,298.1158752441406,273.75115966796875
labeled-data\sesh_21-05-31_172709_synced_Cam4\img143.png,263.72174072265625,344.115234375,197.42051696777344,354.4138488769531,203.40419006347656,225.3701171875
labeled-data\sesh_21-05-31_172709_synced_Cam4\img219.png,223.63076782226562,197.59988403320312,351.0643310546875,341.68890380859375,183.91217737326178,191.86325429466513
labeled-data\sesh_21-05-31_172709_synced_Cam4\img253.png,317.7103271484375,270.5386962890625,200.30030822753906,223.99163818359375,,
labeled-data\sesh_21-05-31_172709_synced_Cam4\img263.png,,,211.49481201171875,53.63998794555664,,
labeled-data\sesh_21-05-31_172709_synced_Cam4\img297.png,,,,,,
labeled-data\sesh_21-05-31_172709_synced_Cam4\img329.png,,,,,,
labeled-data\sesh_21-05-31_172709_synced_Cam4\img333.png,,,,,,
