scorer,JSM,JSM,JSM,JSM,JSM,JSM
bodyparts,PinkBall,PinkBall,GreenBall,GreenBall,RedBall,RedBall
coords,x,y,x,y,x,y
labeled-data\sesh_21-05-31_172709_synced_Cam1\img051.png,,,,,,
labeled-data\sesh_21-05-31_172709_synced_Cam1\img088.png,,,,,,
labeled-data\sesh_21-05-31_172709_synced_Cam1\img102.png,177.65895080566406,466.6957702636719,207.21934509277344,376.35565185546875,176.71620178222656,466.2671203613281
labeled-data\sesh_21-05-31_172709_synced_Cam1\img107.png,126.14209747314453,455.1156311035156,247.2952880859375,407.3620910644531,124.58870697021484,435.1292419433594
labeled-data\sesh_21-05-31_172709_synced_Cam1\img120.png,128.4532928466797,393.9090576171875,138.8102569580078,265.00994873046875,203.5009385828413,286.9534245698761
labeled-data\sesh_21-05-31_172709_synced_Cam1\img153.png,129.1000213623047,263.5133972167969,164.58270263671875,222.200439453125,93.95848846435547,336.05548095703125
labeled-data\sesh_21-05-31_172709_synced_Cam1\img226.png,128.47828674316406,348.3692626953125,213.49472045898438,106.71681213378906,128.8509063720703,105.28974151611328
labeled-data\sesh_21-05-31_172709_synced_Cam1\img311.png,,,,,,
labeled-data\sesh_21-05-31_172709_synced_Cam1\img316.png,,,,,,
labeled-data\sesh_21-05-31_172709_synced_Cam1\img324.png,,,,,,
