scorer,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000,DLC_resnet50_PinkGreenRedJugglingBallsMay31shuffle1_10000
bodyparts,PinkBall,PinkBall,PinkBall,GreenBall,GreenBall,GreenBall,RedBall,RedBall,RedBall
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\sesh_21-05-31_172709_synced_Cam2\img290.png,84.08637237548828,504.4969787597656,0.8571031093597412,396.1649475097656,370.3448486328125,0.9997978806495667,355.1314697265625,586.55859375,0.9707645177841187
labeled-data\sesh_21-05-31_172709_synced_Cam2\img206.png,266.556884765625,320.6431884765625,0.969670832157135,267.4332580566406,171.91268920898438,0.9998726844787598,180.62379455566406,245.56329345703125,0.9431403279304504
labeled-data\sesh_21-05-31_172709_synced_Cam2\img078.png,162.34495544433594,389.8306884765625,0.5268418192863464,471.15252685546875,615.6367797851562,0.1463603377342224,107.15218353271484,81.54742431640625,0.9847257733345032
labeled-data\sesh_21-05-31_172709_synced_Cam2\img148.png,156.00953674316406,196.17701721191406,0.3576669692993164,214.31500244140625,218.6037139892578,0.9997879862785339,155.94386291503906,197.3334503173828,0.9844765067100525
labeled-data\sesh_21-05-31_172709_synced_Cam2\img329.png,143.5162811279297,590.46923828125,0.19049450755119324,295.34759521484375,468.9726867675781,0.5148886442184448,360.01214599609375,591.7302856445312,0.9951340556144714
labeled-data\sesh_21-05-31_172709_synced_Cam2\img017.png,67.58683013916016,6.99591064453125,0.6951072812080383,367.01177978515625,521.5567016601562,0.6572788953781128,106.58642578125,80.62012481689453,0.989318311214447
labeled-data\sesh_21-05-31_172709_synced_Cam2\img267.png,84.16323852539062,504.3682861328125,0.7722992897033691,189.20655822753906,47.49838638305664,0.9998836517333984,355.8641357421875,586.414306640625,0.8116567730903625
labeled-data\sesh_21-05-31_172709_synced_Cam2\img111.png,291.4244689941406,302.2882385253906,0.28701457381248474,310.26416015625,344.5943908691406,0.9912972450256348,290.4408264160156,300.0240783691406,0.9861268997192383
labeled-data\sesh_21-05-31_172709_synced_Cam2\img100.png,82.86043548583984,503.63372802734375,0.9668624401092529,227.46810913085938,602.51025390625,0.6163369417190552,325.4195251464844,309.8714904785156,0.9909805655479431
labeled-data\sesh_21-05-31_172709_synced_Cam2\img354.png,69.02289581298828,7.699329376220703,0.6289108395576477,469.9246826171875,614.6057739257812,0.9831883311271667,106.2862777709961,81.03890991210938,0.9925447106361389
